Staging/tblnIoNrXu0xn7UJA.csv,collection,id,airtable_id,belongs_to_collection
,Sharktopus Collection,370374.0,recz42RK2ymPpabuB,
,I pompieri - Collezione,376567.0,recz6oA95yvI4Iaia,
,The Hunters Collection,137913.0,reczBpW121vMaX8Wt,The Hunters
,Universal Soldier Collection,10713.0,reczCCypmLHFnAqza,"Universal Soldier: Day of Reckoning, Universal Soldier II: Brothers in Arms, Universal Soldier: The Return"
,The Paleface Collection,456980.0,reczD236XlCDdXorJ,
,Pulse Collection,124188.0,reczDLV1iiyKhjTa8,Pulse 2: Afterlife
,F/X Collection,171439.0,reczGCNyzqyq3CCgj,F/X2
,Drunken Master Collection,12203.0,reczIWWplV94oOkts,"The Legend of Drunken Master, Drunken Master"
,The Flicka Collection,100992.0,reczJCWVUvPHO8Y1h,
,The Human Condition,85473.0,reczKGNh5hETu2ajG,
,Mondo Cane Collection,380006.0,reczLKRjcskYx2teE,
,Alien Collection,8091.0,reczMjktmjK3ot7Ml,
,The Lawnmower Man Collection,124935.0,reczNqm7qozOOkkj0,"Lawnmower Man 2: Beyond Cyberspace, The Lawnmower Man"
,Three Heroes Collection,122123.0,reczPdrpAzof9S6WP,Tri Bogatyrya na Dalnikh Beregakh
,28 Days/Weeks Later Collection,1565.0,reczRodJBTZCS88Nk,"28 Days Later, 28 Weeks Later"
,The Adventures of Erast Fandorin,93446.0,reczS2po6GpaaCXl1,
,Brother Collection,218293.0,reczWBDNgTv1XkQlJ,
,Cats & Dogs Collection,87014.0,reczXEqdG03kGjZMD,Cats & Dogs
,Kenny Rogers Legend Of The Gambler,251117.0,reczargg5yJM3vgWs,The Gambler Returns: The Luck Of The Draw
,Charlie Chan (Warner Oland) Collection,38451.0,reczd1lYHKHU1dPr6,
,God of Gamblers Collection,170416.0,reczdlQQorQFTv3N1,God of Gamblers
,Trilogía de la violencia de Michael Haneke,278467.0,recze30rFgnt52R4X,
,Anglo-Zulu War Collection,374386.0,reczeH8uBLW2iFZlq,Zulu
,Halloween Collection,91361.0,reczfFp69yGmyng1y,"Halloween: H20, Halloween: Resurrection, Halloween 4: The Return of Michael Myers, Halloween 5: The Revenge of Michael Myers, Halloween II, Halloween: The Curse of Michael Myers, Halloween III: Season of the Witch"
,Lew Harper Collection,434270.0,reczgIw0K7OTZeSAE,
,LasseMaja: Samling,324909.0,reczgSEZjMlm1K5OV,
,He Who Dares Collection,360112.0,reczh4fYZsnPxIb2i,
,Afro Samurai Collection,96661.0,reczhDXwrFWMTYPpw,Afro Samurai: Resurrection
,The Decline of Western Civilization Collection,157671.0,reczkQJsyQMe8Biyn,
,McHale's Navy Collection,393564.0,recznrfpK1QOLHcs8,McHale's Navy
,Deadly Night Collection,,reczpJ2RvpSH8vaJw,Silent Night
,Das Sams Collection,147669.0,reczpigIXbMfFBsQq,The Slurb
,Vampires Suck Collection,278920.0,reczrzl7sZzgscwOF,
,Ur kärlekens språk,464374.0,reczwhkxtdbC2neK0,
,Look Who's Talking Collection,9521.0,reczy5H9AfjSYutVa,Look Who's Talking Now!
